ordinal,card_id,recipe_id,material_a_id,material_a_name_ko,material_b_id,material_b_name_ko,branch,actor_id,actor_modifier_form,receptor_id,receptor_noun_form,rule_type,rule_key,law_pair,rule_text_ko,generated_name_ko,result_class,flag_count,flags
692,forge__odd_06__wash_01,odd_06|wash_01,odd_06,자기를 재는 자,wash_01,맑은 눈물,LAW,odd_06,자기를 재는,wash_01,눈물,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,자기를 재는 눈물,NEUTRALIZED,0,
693,forge__odd_06__wash_02,odd_06|wash_02,odd_06,자기를 재는 자,wash_02,닳은 돌,LAW,odd_06,자기를 재는,wash_02,돌,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,자기를 재는 돌,NEUTRALIZED,0,
694,forge__odd_06__wash_03,odd_06|wash_03,odd_06,자기를 재는 자,wash_03,빈 껍질,LAW,odd_06,자기를 재는,wash_03,껍질,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,자기를 재는 껍질,NEUTRALIZED,0,
695,forge__odd_06__wash_04,odd_06|wash_04,odd_06,자기를 재는 자,wash_04,지워진 자국,LAW,odd_06,자기를 재는,wash_04,자국,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,자기를 재는 자국,NEUTRALIZED,0,
696,forge__odd_06__wash_05,odd_06|wash_05,odd_06,자기를 재는 자,wash_05,가라앉은 앙금,LAW,odd_06,자기를 재는,wash_05,앙금,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,자기를 재는 앙금,NEUTRALIZED,0,
697,forge__ore_burn__ore_join,ore_burn|ore_join,ore_burn,타는 조각,ore_join,엉긴 조각,LAW,ore_burn,타는,ore_join,뭉치,LAW,BURN|JOIN,BURN|JOIN,이어붙이면 더 크게 탄다.,타는 뭉치,KINDLED,0,
698,forge__ore_burn__ore_rot,ore_burn|ore_rot,ore_burn,타는 조각,ore_rot,삭은 조각,LAW,ore_burn,타는,ore_rot,부스러기,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,타는 부스러기,INCINERATION,0,
699,forge__ore_burn__ore_scatter,ore_burn|ore_scatter,ore_burn,타는 조각,ore_scatter,흩어지는 조각,LAW,ore_burn,타는,ore_scatter,티끌,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,타는 티끌,BLAST,0,
700,forge__ore_burn__ore_still,ore_burn|ore_still,ore_burn,타는 조각,ore_still,굳은 조각,LAW,ore_still,굳은,ore_burn,불씨,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,굳은 불씨,PRESSED_FIRE,0,
701,forge__ore_burn__ore_wash,ore_burn|ore_wash,ore_burn,타는 조각,ore_wash,씻긴 조각,LAW,ore_burn,타는,ore_wash,속살,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,타는 속살,SEARING,0,
702,forge__ore_burn__rot_01,ore_burn|rot_01,ore_burn,타는 조각,rot_01,딱지,LAW,ore_burn,타는,rot_01,딱지,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,타는 딱지,INCINERATION,0,
703,forge__ore_burn__rot_02,ore_burn|rot_02,ore_burn,타는 조각,rot_02,무른 뿌리,LAW,ore_burn,타는,rot_02,뿌리,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,타는 뿌리,INCINERATION,0,
704,forge__ore_burn__rot_03,ore_burn|rot_03,ore_burn,타는 조각,rot_03,곰팡이 꽃,LAW,ore_burn,타는,rot_03,곰팡이,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,타는 곰팡이,INCINERATION,0,
705,forge__ore_burn__rot_04,ore_burn|rot_04,ore_burn,타는 조각,rot_04,번지는 얼룩,LAW,ore_burn,타는,rot_04,얼룩,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,타는 얼룩,INCINERATION,0,
706,forge__ore_burn__rot_05,ore_burn|rot_05,ore_burn,타는 조각,rot_05,내려앉은 냄새,LAW,ore_burn,타는,rot_05,냄새,LAW,BURN|ROT,BURN|ROT,무너지는 것을 태우면 재만 남는다.,타는 냄새,INCINERATION,0,
707,forge__ore_burn__scat_01,ore_burn|scat_01,ore_burn,타는 조각,scat_01,가벼운 뼈,LAW,ore_burn,타는,scat_01,뼈,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,타는 뼈,BLAST,0,
708,forge__ore_burn__scat_02,ore_burn|scat_02,ore_burn,타는 조각,scat_02,흩날리는 씨,LAW,ore_burn,타는,scat_02,씨,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,타는 씨,BLAST,0,
709,forge__ore_burn__scat_03,ore_burn|scat_03,ore_burn,타는 조각,scat_03,벗겨진 껍데기,LAW,ore_burn,타는,scat_03,껍데기,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,타는 껍데기,BLAST,0,
710,forge__ore_burn__scat_04,ore_burn|scat_04,ore_burn,타는 조각,scat_04,뜬 먼지,LAW,ore_burn,타는,scat_04,먼지,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,타는 먼지,BLAST,0,
711,forge__ore_burn__scat_05,ore_burn|scat_05,ore_burn,타는 조각,scat_05,마른 바람,LAW,ore_burn,타는,scat_05,바람,LAW,BURN|SCATTER,BURN|SCATTER,달아나는 것에 불이 붙으면 터진다.,타는 바람,BLAST,0,
712,forge__ore_burn__still_01,ore_burn|still_01,ore_burn,타는 조각,still_01,서리꽃,LAW,still_01,서리 낀,ore_burn,불씨,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,서리 낀 불씨,PRESSED_FIRE,0,
713,forge__ore_burn__still_02,ore_burn|still_02,ore_burn,타는 조각,still_02,멈춘 물방울,LAW,still_02,멈춘,ore_burn,불씨,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,멈춘 불씨,PRESSED_FIRE,0,
714,forge__ore_burn__still_03,ore_burn|still_03,ore_burn,타는 조각,still_03,잠긴 발자국,LAW,still_03,잠긴,ore_burn,불씨,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,잠긴 불씨,PRESSED_FIRE,0,
715,forge__ore_burn__still_04,ore_burn|still_04,ore_burn,타는 조각,still_04,굳은 숨,LAW,still_04,숨 멎은,ore_burn,불씨,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,숨 멎은 불씨,PRESSED_FIRE,0,
716,forge__ore_burn__still_05,ore_burn|still_05,ore_burn,타는 조각,still_05,그친 종소리,LAW,still_05,그친,ore_burn,불씨,LAW,STILL|BURN,STILL|BURN,터지려는 것을 붙잡으면 눌린다.,그친 불씨,PRESSED_FIRE,0,
717,forge__ore_burn__tool_01,ore_burn|tool_01,ore_burn,타는 조각,tool_01,도가니,CATALYST,tool_01,달궈진,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,달궈진 불씨,CATALYZED_BURN,0,
718,forge__ore_burn__tool_02,ore_burn|tool_02,ore_burn,타는 조각,tool_02,집게,CATALYST,tool_02,집어올린,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,집어올린 불씨,CATALYZED_BURN,0,
719,forge__ore_burn__tool_03,ore_burn|tool_03,ore_burn,타는 조각,tool_03,체,CATALYST,tool_03,걸러진,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,걸러진 불씨,CATALYZED_BURN,0,
720,forge__ore_burn__tool_04,ore_burn|tool_04,ore_burn,타는 조각,tool_04,등불,CATALYST,tool_04,밝혀진,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,밝혀진 불씨,CATALYZED_BURN,0,
721,forge__ore_burn__tool_05,ore_burn|tool_05,ore_burn,타는 조각,tool_05,계측기,CATALYST,tool_05,재어진,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,재어진 불씨,CATALYZED_BURN,0,
722,forge__ore_burn__tool_06,ore_burn|tool_06,ore_burn,타는 조각,tool_06,풀무,CATALYST,tool_06,불어넣은,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,불어넣은 불씨,CATALYZED_BURN,0,
723,forge__ore_burn__tool_07,ore_burn|tool_07,ore_burn,타는 조각,tool_07,저울,CATALYST,tool_07,달아본,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,달아본 불씨,CATALYZED_BURN,0,
724,forge__ore_burn__tool_08,ore_burn|tool_08,ore_burn,타는 조각,tool_08,표본 상자,CATALYST,tool_08,갈무리한,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,갈무리한 불씨,CATALYZED_BURN,0,
725,forge__ore_burn__tool_09,ore_burn|tool_09,ore_burn,타는 조각,tool_09,갱도 지도,CATALYST,tool_09,그려진,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,그려진 불씨,CATALYZED_BURN,0,
726,forge__ore_burn__tool_10,ore_burn|tool_10,ore_burn,타는 조각,tool_10,손수레,CATALYST,tool_10,실려온,ore_burn,불씨,RESULT_CLASS,CATALYZED_BURN,,,실려온 불씨,CATALYZED_BURN,0,
727,forge__ore_burn__wash_01,ore_burn|wash_01,ore_burn,타는 조각,wash_01,맑은 눈물,LAW,ore_burn,타는,wash_01,눈물,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,타는 눈물,SEARING,0,
728,forge__ore_burn__wash_02,ore_burn|wash_02,ore_burn,타는 조각,wash_02,닳은 돌,LAW,ore_burn,타는,wash_02,돌,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,타는 돌,SEARING,0,
729,forge__ore_burn__wash_03,ore_burn|wash_03,ore_burn,타는 조각,wash_03,빈 껍질,LAW,ore_burn,타는,wash_03,껍질,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,타는 껍질,SEARING,0,
730,forge__ore_burn__wash_04,ore_burn|wash_04,ore_burn,타는 조각,wash_04,지워진 자국,LAW,ore_burn,타는,wash_04,자국,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,타는 자국,SEARING,0,
731,forge__ore_burn__wash_05,ore_burn|wash_05,ore_burn,타는 조각,wash_05,가라앉은 앙금,LAW,ore_burn,타는,wash_05,앙금,LAW,BURN|WASH,BURN|WASH,불로 씻으면 태워서 없앤다.,타는 앙금,SEARING,0,
732,forge__ore_join__ore_rot,ore_join|ore_rot,ore_join,엉긴 조각,ore_rot,삭은 조각,LAW,ore_rot,삭은,ore_join,뭉치,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,삭은 뭉치,FESTERED,0,
733,forge__ore_join__ore_scatter,ore_join|ore_scatter,ore_join,엉긴 조각,ore_scatter,흩어지는 조각,LAW,ore_scatter,흩어지는,ore_join,뭉치,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,흩어지는 뭉치,QUICKENED,0,
734,forge__ore_join__ore_still,ore_join|ore_still,ore_join,엉긴 조각,ore_still,굳은 조각,LAW,ore_still,굳은,ore_join,뭉치,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,굳은 뭉치,HARDENED,0,
735,forge__ore_join__ore_wash,ore_join|ore_wash,ore_join,엉긴 조각,ore_wash,씻긴 조각,LAW,ore_wash,씻긴,ore_join,뭉치,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,씻긴 뭉치,CLARIFIED,0,
736,forge__ore_join__rot_01,ore_join|rot_01,ore_join,엉긴 조각,rot_01,딱지,LAW,rot_01,앉은,ore_join,뭉치,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,앉은 뭉치,FESTERED,0,
737,forge__ore_join__rot_02,ore_join|rot_02,ore_join,엉긴 조각,rot_02,무른 뿌리,LAW,rot_02,무른,ore_join,뭉치,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,무른 뭉치,FESTERED,0,
738,forge__ore_join__rot_03,ore_join|rot_03,ore_join,엉긴 조각,rot_03,곰팡이 꽃,LAW,rot_03,핀,ore_join,뭉치,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,핀 뭉치,FESTERED,0,
739,forge__ore_join__rot_04,ore_join|rot_04,ore_join,엉긴 조각,rot_04,번지는 얼룩,LAW,rot_04,번지는,ore_join,뭉치,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,번지는 뭉치,FESTERED,0,
740,forge__ore_join__rot_05,ore_join|rot_05,ore_join,엉긴 조각,rot_05,내려앉은 냄새,LAW,rot_05,내려앉은,ore_join,뭉치,LAW,ROT|JOIN,ROT|JOIN,이어붙이면 더 삭는다.,내려앉은 뭉치,FESTERED,0,
741,forge__ore_join__scat_01,ore_join|scat_01,ore_join,엉긴 조각,scat_01,가벼운 뼈,LAW,scat_01,가벼운,ore_join,뭉치,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,가벼운 뭉치,QUICKENED,0,
742,forge__ore_join__scat_02,ore_join|scat_02,ore_join,엉긴 조각,scat_02,흩날리는 씨,LAW,scat_02,흩날리는,ore_join,뭉치,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,흩날리는 뭉치,QUICKENED,0,
743,forge__ore_join__scat_03,ore_join|scat_03,ore_join,엉긴 조각,scat_03,벗겨진 껍데기,LAW,scat_03,벗겨진,ore_join,뭉치,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,벗겨진 뭉치,QUICKENED,0,
744,forge__ore_join__scat_04,ore_join|scat_04,ore_join,엉긴 조각,scat_04,뜬 먼지,LAW,scat_04,뜬,ore_join,뭉치,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,뜬 뭉치,QUICKENED,0,
745,forge__ore_join__scat_05,ore_join|scat_05,ore_join,엉긴 조각,scat_05,마른 바람,LAW,scat_05,마른,ore_join,뭉치,LAW,SCATTER|JOIN,SCATTER|JOIN,이어붙이면 더 빨라진다.,마른 뭉치,QUICKENED,0,
746,forge__ore_join__still_01,ore_join|still_01,ore_join,엉긴 조각,still_01,서리꽃,LAW,still_01,서리 낀,ore_join,뭉치,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,서리 낀 뭉치,HARDENED,0,
747,forge__ore_join__still_02,ore_join|still_02,ore_join,엉긴 조각,still_02,멈춘 물방울,LAW,still_02,멈춘,ore_join,뭉치,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,멈춘 뭉치,HARDENED,0,
748,forge__ore_join__still_03,ore_join|still_03,ore_join,엉긴 조각,still_03,잠긴 발자국,LAW,still_03,잠긴,ore_join,뭉치,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,잠긴 뭉치,HARDENED,0,
749,forge__ore_join__still_04,ore_join|still_04,ore_join,엉긴 조각,still_04,굳은 숨,LAW,still_04,숨 멎은,ore_join,뭉치,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,숨 멎은 뭉치,HARDENED,0,
750,forge__ore_join__still_05,ore_join|still_05,ore_join,엉긴 조각,still_05,그친 종소리,LAW,still_05,그친,ore_join,뭉치,LAW,STILL|JOIN,STILL|JOIN,이어붙이면 더 굳는다.,그친 뭉치,HARDENED,0,
751,forge__ore_join__tool_01,ore_join|tool_01,ore_join,엉긴 조각,tool_01,도가니,CATALYST,tool_01,달궈진,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,달궈진 뭉치,CATALYZED_JOIN,0,
752,forge__ore_join__tool_02,ore_join|tool_02,ore_join,엉긴 조각,tool_02,집게,CATALYST,tool_02,집어올린,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,집어올린 뭉치,CATALYZED_JOIN,0,
753,forge__ore_join__tool_03,ore_join|tool_03,ore_join,엉긴 조각,tool_03,체,CATALYST,tool_03,걸러진,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,걸러진 뭉치,CATALYZED_JOIN,0,
754,forge__ore_join__tool_04,ore_join|tool_04,ore_join,엉긴 조각,tool_04,등불,CATALYST,tool_04,밝혀진,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,밝혀진 뭉치,CATALYZED_JOIN,0,
755,forge__ore_join__tool_05,ore_join|tool_05,ore_join,엉긴 조각,tool_05,계측기,CATALYST,tool_05,재어진,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,재어진 뭉치,CATALYZED_JOIN,0,
756,forge__ore_join__tool_06,ore_join|tool_06,ore_join,엉긴 조각,tool_06,풀무,CATALYST,tool_06,불어넣은,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,불어넣은 뭉치,CATALYZED_JOIN,0,
757,forge__ore_join__tool_07,ore_join|tool_07,ore_join,엉긴 조각,tool_07,저울,CATALYST,tool_07,달아본,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,달아본 뭉치,CATALYZED_JOIN,0,
758,forge__ore_join__tool_08,ore_join|tool_08,ore_join,엉긴 조각,tool_08,표본 상자,CATALYST,tool_08,갈무리한,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,갈무리한 뭉치,CATALYZED_JOIN,0,
759,forge__ore_join__tool_09,ore_join|tool_09,ore_join,엉긴 조각,tool_09,갱도 지도,CATALYST,tool_09,그려진,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,그려진 뭉치,CATALYZED_JOIN,0,
760,forge__ore_join__tool_10,ore_join|tool_10,ore_join,엉긴 조각,tool_10,손수레,CATALYST,tool_10,실려온,ore_join,뭉치,RESULT_CLASS,CATALYZED_JOIN,,,실려온 뭉치,CATALYZED_JOIN,0,
761,forge__ore_join__wash_01,ore_join|wash_01,ore_join,엉긴 조각,wash_01,맑은 눈물,LAW,wash_01,맑은,ore_join,뭉치,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,맑은 뭉치,CLARIFIED,0,
762,forge__ore_join__wash_02,ore_join|wash_02,ore_join,엉긴 조각,wash_02,닳은 돌,LAW,wash_02,닳은,ore_join,뭉치,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,닳은 뭉치,CLARIFIED,0,
763,forge__ore_join__wash_03,ore_join|wash_03,ore_join,엉긴 조각,wash_03,빈 껍질,LAW,wash_03,빈,ore_join,뭉치,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,빈 뭉치,CLARIFIED,0,
764,forge__ore_join__wash_04,ore_join|wash_04,ore_join,엉긴 조각,wash_04,지워진 자국,LAW,wash_04,지워진,ore_join,뭉치,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,지워진 뭉치,CLARIFIED,0,
765,forge__ore_join__wash_05,ore_join|wash_05,ore_join,엉긴 조각,wash_05,가라앉은 앙금,LAW,wash_05,가라앉은,ore_join,뭉치,LAW,WASH|JOIN,WASH|JOIN,이어붙이면 더 맑아진다.,가라앉은 뭉치,CLARIFIED,0,
766,forge__ore_rot__ore_scatter,ore_rot|ore_scatter,ore_rot,삭은 조각,ore_scatter,흩어지는 조각,LAW,ore_scatter,흩어지는,ore_rot,부스러기,LAW,SCATTER|ROT,SCATTER|ROT,흩어지며 무너지면 번진다.,흩어지는 부스러기,SPREADING,0,
767,forge__ore_rot__ore_still,ore_rot|ore_still,ore_rot,삭은 조각,ore_still,굳은 조각,LAW,ore_still,굳은,ore_rot,부스러기,LAW,STILL|ROT,STILL|ROT,무너지는 것을 붙잡으면 굳어 남는다.,굳은 부스러기,SCAB,0,
768,forge__ore_rot__ore_wash,ore_rot|ore_wash,ore_rot,삭은 조각,ore_wash,씻긴 조각,LAW,ore_rot,삭은,ore_wash,속살,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,삭은 속살,NEUTRALIZED,0,
769,forge__ore_rot__rot_01,ore_rot|rot_01,ore_rot,삭은 조각,rot_01,딱지,LAW,ore_rot,삭은,rot_01,딱지,LAW,ROT|ROT,ROT|ROT,부패가 겹치면 스스로를 먹는다.,삭은 딱지,SELF_EATING,0,
770,forge__ore_rot__rot_02,ore_rot|rot_02,ore_rot,삭은 조각,rot_02,무른 뿌리,LAW,ore_rot,삭은,rot_02,뿌리,LAW,ROT|ROT,ROT|ROT,부패가 겹치면 스스로를 먹는다.,삭은 뿌리,SELF_EATING,0,
771,forge__ore_rot__rot_03,ore_rot|rot_03,ore_rot,삭은 조각,rot_03,곰팡이 꽃,LAW,ore_rot,삭은,rot_03,곰팡이,LAW,ROT|ROT,ROT|ROT,부패가 겹치면 스스로를 먹는다.,삭은 곰팡이,SELF_EATING,0,
772,forge__ore_rot__rot_04,ore_rot|rot_04,ore_rot,삭은 조각,rot_04,번지는 얼룩,LAW,ore_rot,삭은,rot_04,얼룩,LAW,ROT|ROT,ROT|ROT,부패가 겹치면 스스로를 먹는다.,삭은 얼룩,SELF_EATING,0,
773,forge__ore_rot__rot_05,ore_rot|rot_05,ore_rot,삭은 조각,rot_05,내려앉은 냄새,LAW,ore_rot,삭은,rot_05,냄새,LAW,ROT|ROT,ROT|ROT,부패가 겹치면 스스로를 먹는다.,삭은 냄새,SELF_EATING,0,
774,forge__ore_rot__scat_01,ore_rot|scat_01,ore_rot,삭은 조각,scat_01,가벼운 뼈,LAW,scat_01,가벼운,ore_rot,부스러기,LAW,SCATTER|ROT,SCATTER|ROT,흩어지며 무너지면 번진다.,가벼운 부스러기,SPREADING,0,
775,forge__ore_rot__scat_02,ore_rot|scat_02,ore_rot,삭은 조각,scat_02,흩날리는 씨,LAW,scat_02,흩날리는,ore_rot,부스러기,LAW,SCATTER|ROT,SCATTER|ROT,흩어지며 무너지면 번진다.,흩날리는 부스러기,SPREADING,0,
776,forge__ore_rot__scat_03,ore_rot|scat_03,ore_rot,삭은 조각,scat_03,벗겨진 껍데기,LAW,scat_03,벗겨진,ore_rot,부스러기,LAW,SCATTER|ROT,SCATTER|ROT,흩어지며 무너지면 번진다.,벗겨진 부스러기,SPREADING,0,
777,forge__ore_rot__scat_04,ore_rot|scat_04,ore_rot,삭은 조각,scat_04,뜬 먼지,LAW,scat_04,뜬,ore_rot,부스러기,LAW,SCATTER|ROT,SCATTER|ROT,흩어지며 무너지면 번진다.,뜬 부스러기,SPREADING,0,
778,forge__ore_rot__scat_05,ore_rot|scat_05,ore_rot,삭은 조각,scat_05,마른 바람,LAW,scat_05,마른,ore_rot,부스러기,LAW,SCATTER|ROT,SCATTER|ROT,흩어지며 무너지면 번진다.,마른 부스러기,SPREADING,0,
779,forge__ore_rot__still_01,ore_rot|still_01,ore_rot,삭은 조각,still_01,서리꽃,LAW,still_01,서리 낀,ore_rot,부스러기,LAW,STILL|ROT,STILL|ROT,무너지는 것을 붙잡으면 굳어 남는다.,서리 낀 부스러기,SCAB,0,
780,forge__ore_rot__still_02,ore_rot|still_02,ore_rot,삭은 조각,still_02,멈춘 물방울,LAW,still_02,멈춘,ore_rot,부스러기,LAW,STILL|ROT,STILL|ROT,무너지는 것을 붙잡으면 굳어 남는다.,멈춘 부스러기,SCAB,0,
781,forge__ore_rot__still_03,ore_rot|still_03,ore_rot,삭은 조각,still_03,잠긴 발자국,LAW,still_03,잠긴,ore_rot,부스러기,LAW,STILL|ROT,STILL|ROT,무너지는 것을 붙잡으면 굳어 남는다.,잠긴 부스러기,SCAB,0,
782,forge__ore_rot__still_04,ore_rot|still_04,ore_rot,삭은 조각,still_04,굳은 숨,LAW,still_04,숨 멎은,ore_rot,부스러기,LAW,STILL|ROT,STILL|ROT,무너지는 것을 붙잡으면 굳어 남는다.,숨 멎은 부스러기,SCAB,0,
783,forge__ore_rot__still_05,ore_rot|still_05,ore_rot,삭은 조각,still_05,그친 종소리,LAW,still_05,그친,ore_rot,부스러기,LAW,STILL|ROT,STILL|ROT,무너지는 것을 붙잡으면 굳어 남는다.,그친 부스러기,SCAB,0,
784,forge__ore_rot__tool_01,ore_rot|tool_01,ore_rot,삭은 조각,tool_01,도가니,CATALYST,tool_01,달궈진,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,달궈진 부스러기,CATALYZED_ROT,0,
785,forge__ore_rot__tool_02,ore_rot|tool_02,ore_rot,삭은 조각,tool_02,집게,CATALYST,tool_02,집어올린,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,집어올린 부스러기,CATALYZED_ROT,0,
786,forge__ore_rot__tool_03,ore_rot|tool_03,ore_rot,삭은 조각,tool_03,체,CATALYST,tool_03,걸러진,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,걸러진 부스러기,CATALYZED_ROT,0,
787,forge__ore_rot__tool_04,ore_rot|tool_04,ore_rot,삭은 조각,tool_04,등불,CATALYST,tool_04,밝혀진,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,밝혀진 부스러기,CATALYZED_ROT,0,
788,forge__ore_rot__tool_05,ore_rot|tool_05,ore_rot,삭은 조각,tool_05,계측기,CATALYST,tool_05,재어진,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,재어진 부스러기,CATALYZED_ROT,0,
789,forge__ore_rot__tool_06,ore_rot|tool_06,ore_rot,삭은 조각,tool_06,풀무,CATALYST,tool_06,불어넣은,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,불어넣은 부스러기,CATALYZED_ROT,0,
790,forge__ore_rot__tool_07,ore_rot|tool_07,ore_rot,삭은 조각,tool_07,저울,CATALYST,tool_07,달아본,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,달아본 부스러기,CATALYZED_ROT,0,
791,forge__ore_rot__tool_08,ore_rot|tool_08,ore_rot,삭은 조각,tool_08,표본 상자,CATALYST,tool_08,갈무리한,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,갈무리한 부스러기,CATALYZED_ROT,0,
792,forge__ore_rot__tool_09,ore_rot|tool_09,ore_rot,삭은 조각,tool_09,갱도 지도,CATALYST,tool_09,그려진,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,그려진 부스러기,CATALYZED_ROT,0,
793,forge__ore_rot__tool_10,ore_rot|tool_10,ore_rot,삭은 조각,tool_10,손수레,CATALYST,tool_10,실려온,ore_rot,부스러기,RESULT_CLASS,CATALYZED_ROT,,,실려온 부스러기,CATALYZED_ROT,0,
794,forge__ore_rot__wash_01,ore_rot|wash_01,ore_rot,삭은 조각,wash_01,맑은 눈물,LAW,ore_rot,삭은,wash_01,눈물,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,삭은 눈물,NEUTRALIZED,0,
795,forge__ore_rot__wash_02,ore_rot|wash_02,ore_rot,삭은 조각,wash_02,닳은 돌,LAW,ore_rot,삭은,wash_02,돌,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,삭은 돌,NEUTRALIZED,0,
796,forge__ore_rot__wash_03,ore_rot|wash_03,ore_rot,삭은 조각,wash_03,빈 껍질,LAW,ore_rot,삭은,wash_03,껍질,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,삭은 껍질,NEUTRALIZED,0,
